distance_table                                                 , Shortest (directed or undirected) paths between vertices                                              , https://igraph.org/r/doc/distances.html                       
diverging_pal                                                  , Diverging palette                                                                                     , https://igraph.org/r/doc/diverging_pal.html                   
diversity                                                      , Graph diversity                                                                                       , https://igraph.org/r/doc/diversity.html                       
DL                                                             , Reading foreign file formats                                                                          , https://igraph.org/r/doc/read_graph.html                      
dominator.tree                                                 , Dominator tree                                                                                        , https://igraph.org/r/doc/dominator_tree.html                  
dominator_tree                                                 , Dominator tree                                                                                        , https://igraph.org/r/doc/dominator_tree.html                  
dot_product                                                    , Generate random graphs according to the random dot product graph model                                , https://igraph.org/r/doc/sample_dot_product.html              
drl_defaults                                                   , The DrL graph layout generator                                                                        , https://igraph.org/r/doc/layout_with_drl.html                 
dyad.census                                                    , Dyad census of a graph                                                                                , https://igraph.org/r/doc/dyad_census.html                     
dyad_census                                                    , Dyad census of a graph                                                                                , https://igraph.org/r/doc/dyad_census.html                     
E                                                              , Edges of a graph                                                                                      , https://igraph.org/r/doc/E.html                               
E&lt;-                                                         , Query or set attributes of the edges in an edge sequence                                              , https://igraph.org/r/doc/igraph-es-attributes.html            
each_edge                                                      , Rewires the endpoints of the edges of a graph to a random vertex                                      , https://igraph.org/r/doc/each_edge.html                       
eccentricity                                                   , Eccentricity of the vertices in a graph                                                               , https://igraph.org/r/doc/eccentricity.html                    
ecount                                                         , The size of the graph (number of edges)                                                               , https://igraph.org/r/doc/gsize.html                           
edge                                                           , Helper function for adding and deleting edges                                                         , https://igraph.org/r/doc/edge.html                            
edge.attributes                                                , Query edge attributes of a graph                                                                      , https://igraph.org/r/doc/edge_attr.html                       
edge.attributes&lt;-                                           , Set one or more edge attributes                                                                       , https://igraph.org/r/doc/edge_attr-set.html                   
edge.betweenness                                               , Vertex and edge betweenness centrality                                                                , https://igraph.org/r/doc/betweenness.html                     
edge.betweenness.community                                     , Community structure detection based on edge betweenness                                               , https://igraph.org/r/doc/cluster_edge_betweenness.html        
edge.betweenness.estimate                                      , Vertex and edge betweenness centrality                                                                , https://igraph.org/r/doc/betweenness.html                     
edge.connectivity                                              , Edge connectivity.                                                                                    , https://igraph.org/r/doc/edge_connectivity.html               
edge.disjoint.paths                                            , Edge connectivity.                                                                                    , https://igraph.org/r/doc/edge_connectivity.html               
edges                                                          , Helper function for adding and deleting edges                                                         , https://igraph.org/r/doc/edge.html                            
edge_attr                                                      , Query edge attributes of a graph                                                                      , https://igraph.org/r/doc/edge_attr.html                       
edge_attr&lt;-                                                 , Set one or more edge attributes                                                                       , https://igraph.org/r/doc/edge_attr-set.html                   
edge_attr_names                                                , List names of edge attributes                                                                         , https://igraph.org/r/doc/edge_attr_names.html                 
edge_betweenness                                               , Vertex and edge betweenness centrality                                                                , https://igraph.org/r/doc/betweenness.html                     
edge_connectivity                                              , Edge connectivity.                                                                                    , https://igraph.org/r/doc/edge_connectivity.html               
edge_density                                                   , Graph density                                                                                         , https://igraph.org/r/doc/edge_density.html                    
edge_disjoint_paths                                            , Edge connectivity.                                                                                    , https://igraph.org/r/doc/edge_connectivity.html               
ego                                                            , Neighborhood of graph vertices                                                                        , https://igraph.org/r/doc/ego.html                             
ego_graph                                                      , Neighborhood of graph vertices                                                                        , https://igraph.org/r/doc/ego.html                             
ego_size                                                       , Neighborhood of graph vertices                                                                        , https://igraph.org/r/doc/ego.html                             
eigen_centrality                                               , Find Eigenvector Centrality Scores of Network Positions                                               , https://igraph.org/r/doc/eigen_centrality.html                
embed_adjacency_matrix                                         , Spectral Embedding of Adjacency Matrices                                                              , https://igraph.org/r/doc/embed_adjacency_matrix.html          
embed_laplacian_matrix                                         , Spectral Embedding of the Laplacian of a Graph                                                        , https://igraph.org/r/doc/embed_laplacian_matrix.html          
empty_graph                                                    , A graph with no edges                                                                                 , https://igraph.org/r/doc/make_empty_graph.html                
ends                                                           , Incident vertices of some graph edges                                                                 , https://igraph.org/r/doc/ends.html                            
erdos.renyi.game                                               , Generate random graphs according to the Erdos-Renyi model                                             , https://igraph.org/r/doc/erdos.renyi.game.html                
establishment.game                                             , Graph generation based on different vertex types                                                      , https://igraph.org/r/doc/sample_traits_callaway.html          
estimate_betweenness                                           , Vertex and edge betweenness centrality                                                                , https://igraph.org/r/doc/betweenness.html                     
estimate_closeness                                             , Closeness centrality of vertices                                                                      , https://igraph.org/r/doc/closeness.html                       
estimate_edge_betweenness                                      , Vertex and edge betweenness centrality                                                                , https://igraph.org/r/doc/betweenness.html                     
evcent                                                         , Find Eigenvector Centrality Scores of Network Positions                                               , https://igraph.org/r/doc/eigen_centrality.html                
exportPajek                                                    , Calculate Cohesive Blocks                                                                             , https://igraph.org/r/doc/cohesive_blocks.html                 
export_pajek                                                   , Calculate Cohesive Blocks                                                                             , https://igraph.org/r/doc/cohesive_blocks.html                 
farthest.nodes                                                 , Diameter of a graph                                                                                   , https://igraph.org/r/doc/diameter.html                        
farthest_vertices                                              , Diameter of a graph                                                                                   , https://igraph.org/r/doc/diameter.html                        
fastgreedy.community                                           , Community structure via greedy optimization of modularity                                             , https://igraph.org/r/doc/cluster_fast_greedy.html             
fit_hrg                                                        , Fit a hierarchical random graph model                                                                 , https://igraph.org/r/doc/fit_hrg.html                         
fit_power_law                                                  , Fitting a power-law distribution function to discrete data                                            , https://igraph.org/r/doc/fit_power_law.html                   
forest.fire.game                                               , Forest Fire Network Model                                                                             , https://igraph.org/r/doc/sample_forestfire.html               
from_adjacency                                                 , Create graphs from adjacency matrices                                                                 , https://igraph.org/r/doc/graph_from_adjacency_matrix.html     
from_data_frame                                                , Creating igraph graphs from data frames or vice-versa                                                 , https://igraph.org/r/doc/graph_from_data_frame.html           
from_edgelist                                                  , Create a graph from an edge list matrix                                                               , https://igraph.org/r/doc/graph_from_edgelist.html             
from_incidence_matrix                                          , Create graphs from an incidence matrix                                                                , https://igraph.org/r/doc/graph_from_incidence_matrix.html     
from_literal                                                   , Creating (small) graphs via a simple interface                                                        , https://igraph.org/r/doc/graph_from_literal.html              
full_bipartite_graph                                           , Create a full bipartite graph                                                                         , https://igraph.org/r/doc/make_full_bipartite_graph.html       
full_citation_graph                                            , Create a complete (full) citation graph                                                               , https://igraph.org/r/doc/make_full_citation_graph.html        
full_graph                                                     , Create a full graph                                                                                   , https://igraph.org/r/doc/make_full_graph.html                 
gclust.app                                                     , Graph Clustering Using NMF (and no SVT) - Apparent Clusters                                           , https://igraph.org/r/doc/gclust.app.html                      
gclust.rsvt                                                    , Graph Clustering Using SVT and NMF - Clusters Implied by Singular Value Thresholding                  , https://igraph.org/r/doc/gclust.rsvt.html                     
get.adjacency                                                  , Convert a graph to an adjacency matrix                                                                , https://igraph.org/r/doc/as_adjacency_matrix.html             
get.adjedgelist                                                , Adjacency lists                                                                                       , https://igraph.org/r/doc/as_adj_list.html                     
get.adjlist                                                    , Adjacency lists                                                                                       , https://igraph.org/r/doc/as_adj_list.html                     
get.all.shortest.paths                                         , Shortest (directed or undirected) paths between vertices                                              , https://igraph.org/r/doc/distances.html                       
get.data.frame                                                 , Creating igraph graphs from data frames or vice-versa                                                 , https://igraph.org/r/doc/graph_from_data_frame.html           
get.diameter                                                   , Diameter of a graph                                                                                   , https://igraph.org/r/doc/diameter.html                        
get.edge                                                       , Incident vertices of some graph edges                                                                 , https://igraph.org/r/doc/ends.html                            
get.edge.attribute                                             , Query edge attributes of a graph                                                                      , https://igraph.org/r/doc/edge_attr.html                       
get.edge.ids                                                   , Find the edge ids based on the incident vertices of the edges                                         , https://igraph.org/r/doc/get.edge.ids.html                    
get.edgelist                                                   , Convert a graph to an edge list                                                                       , https://igraph.org/r/doc/as_edgelist.html                     
get.edges                                                      , Incident vertices of some graph edges                                                                 , https://igraph.org/r/doc/ends.html                            
get.graph.attribute                                            , Graph attributes of a graph                                                                           , https://igraph.org/r/doc/graph_attr.html                      
get.incidence                                                  , Incidence matrix of a bipartite graph                                                                 , https://igraph.org/r/doc/as_incidence_matrix.html             
get.shortest.paths                                             , Shortest (directed or undirected) paths between vertices                                              , https://igraph.org/r/doc/distances.html                       
get.stochastic                                                 , Stochastic matrix of a graph                                                                          , https://igraph.org/r/doc/stochastic_matrix.html               
get.vertex.attribute                                           , Query vertex attributes of a graph                                                                    , https://igraph.org/r/doc/vertex_attr.html                     
getAICc                                                        , Compute AIC based on a Poisson Approximation using the output from 'gclust'                           , https://igraph.org/r/doc/getAICc.html                         
getIgraphOpt                                                   , Parameters for the igraph package                                                                     , https://igraph.org/r/doc/igraph_options.html                  
get_diameter                                                   , Diameter of a graph                                                                                   , https://igraph.org/r/doc/diameter.html                        
girth                                                          , Girth of a graph                                                                                      , https://igraph.org/r/doc/girth.html                           
GML                                                            , Reading foreign file formats                                                                          , https://igraph.org/r/doc/read_graph.html                      
gnm                                                            , Generate random graphs according to the G(n m) Erdos-Renyi model                                      , https://igraph.org/r/doc/sample_gnm.html                      
gnp                                                            , Generate random graphs according to the G(n p) Erdos-Renyi model                                      , https://igraph.org/r/doc/sample_gnp.html                      
gorder                                                         , Order (number of vertices) of a graph                                                                 , https://igraph.org/r/doc/gorder.html                          
graph                                                          , Create an igraph graph from a list of edges or a notable graph                                        , https://igraph.org/r/doc/make_graph.html                      
graph.adhesion                                                 , Edge connectivity.                                                                                    , https://igraph.org/r/doc/edge_connectivity.html               
graph.adjacency                                                , Create graphs from adjacency matrices                                                                 , https://igraph.org/r/doc/graph_from_adjacency_matrix.html     
graph.adjlist                                                  , Create graphs from adjacency lists                                                                    , https://igraph.org/r/doc/graph_from_adj_list.html             
graph.atlas                                                    , Create a graph from the Graph Atlas                                                                   , https://igraph.org/r/doc/graph_from_atlas.html                
graph.attributes                                               , Graph attributes of a graph                                                                           , https://igraph.org/r/doc/graph_attr.html                      
graph.attributes&lt;-                                          , Set all or some graph attributes                                                                      , https://igraph.org/r/doc/graph_attr-set.html                  
graph.automorphisms                                            , Number of automorphisms                                                                               , https://igraph.org/r/doc/automorphisms.html                   
graph.bfs                                                      , Breadth-first search                                                                                  , https://igraph.org/r/doc/bfs.html                             
graph.bipartite                                                , Create a bipartite graph                                                                              , https://igraph.org/r/doc/make_bipartite_graph.html            
graph.cohesion                                                 , Vertex connectivity.                                                                                  , https://igraph.org/r/doc/vertex_connectivity.html             
graph.complementer                                             , Complementer of a graph                                                                               , https://igraph.org/r/doc/complementer.html                    
graph.compose                                                  , Compose two graphs as binary relations                                                                , https://igraph.org/r/doc/compose.html                         
graph.coreness                                                 , K-core decomposition of graphs                                                                        , https://igraph.org/r/doc/coreness.html                        
graph.count.isomorphisms.vf2                                   , Count the number of isomorphic mappings between two graphs                                            , https://igraph.org/r/doc/count_isomorphisms.html              
graph.count.subisomorphisms.vf2                                , Count the isomorphic mappings between a graph and the subgraphs of another graph                      , https://igraph.org/r/doc/count_subgraph_isomorphisms.html     
graph.data.frame                                               , Creating igraph graphs from data frames or vice-versa                                                 , https://igraph.org/r/doc/graph_from_data_frame.html           
graph.de.bruijn                                                , De Bruijn graphs                                                                                      , https://igraph.org/r/doc/make_de_bruijn_graph.html            
graph.density                                                  , Graph density                                                                                         , https://igraph.org/r/doc/edge_density.html                    
graph.dfs                                                      , Depth-first search                                                                                    , https://igraph.org/r/doc/dfs.html                             
graph.difference                                               , Difference of graphs                                                                                  , https://igraph.org/r/doc/difference.igraph.html               
graph.disjoint.union                                           , Disjoint union of graphs                                                                              , https://igraph.org/r/doc/disjoint_union.html                  
graph.diversity                                                , Graph diversity                                                                                       , https://igraph.org/r/doc/diversity.html                       
graph.edgelist                                                 , Create a graph from an edge list matrix                                                               , https://igraph.org/r/doc/graph_from_edgelist.html             
graph.eigen                                                    , Eigenvalues and eigenvectors of the adjacency matrix of a graph                                       , https://igraph.org/r/doc/spectrum.html                        
graph.empty                                                    , A graph with no edges                                                                                 , https://igraph.org/r/doc/make_empty_graph.html                
graph.extended.chordal.ring                                    , Create an extended chordal ring graph                                                                 , https://igraph.org/r/doc/make_chordal_ring.html               
graph.famous                                                   , Create an igraph graph from a list of edges or a notable graph                                        , https://igraph.org/r/doc/make_graph.html                      
graph.formula                                                  , Creating (small) graphs via a simple interface                                                        , https://igraph.org/r/doc/graph_from_literal.html              
graph.full                                                     , Create a full graph                                                                                   , https://igraph.org/r/doc/make_full_graph.html                 
graph.full.bipartite                                           , Create a full bipartite graph                                                                         , https://igraph.org/r/doc/make_full_bipartite_graph.html       
graph.full.citation                                            , Create a complete (full) citation graph                                                               , https://igraph.org/r/doc/make_full_citation_graph.html        
graph.get.isomorphisms.vf2                                     , Calculate all isomorphic mappings between the vertices of two graphs                                  , https://igraph.org/r/doc/isomorphisms.html                    
graph.get.subisomorphisms.vf2                                  , All isomorphic mappings between a graph and subgraphs of another graph                                , https://igraph.org/r/doc/subgraph_isomorphisms.html           
graph.graphdb                                                  , Load a graph from the graph database for testing graph isomorphism.                                   , https://igraph.org/r/doc/graph_from_graphdb.html              
graph.incidence                                                , Create graphs from an incidence matrix                                                                , https://igraph.org/r/doc/graph_from_incidence_matrix.html     
graph.intersection                                             , Intersection of graphs                                                                                , https://igraph.org/r/doc/intersection.igraph.html             
graph.isoclass                                                 , Isomorphism class of a graph                                                                          , https://igraph.org/r/doc/isomorphism_class.html               
graph.isoclass.subgraph                                        , Isomorphism class of a graph                                                                          , https://igraph.org/r/doc/isomorphism_class.html               
graph.isocreate                                                , Create a graph from an isomorphism class                                                              , https://igraph.org/r/doc/graph_from_isomorphism_class.html    
graph.isomorphic                                               , Decide if two graphs are isomorphic                                                                   , https://igraph.org/r/doc/isomorphic.html                      
graph.isomorphic.34                                            , Decide if two graphs are isomorphic                                                                   , https://igraph.org/r/doc/isomorphic.html                      
graph.isomorphic.bliss                                         , Decide if two graphs are isomorphic                                                                   , https://igraph.org/r/doc/isomorphic.html                      
graph.isomorphic.vf2                                           , Decide if two graphs are isomorphic                                                                   , https://igraph.org/r/doc/isomorphic.html                      
graph.kautz                                                    , Kautz graphs                                                                                          , https://igraph.org/r/doc/make_kautz_graph.html                
graph.knn                                                      , Average nearest neighbor degree                                                                       , https://igraph.org/r/doc/knn.html                             
graph.laplacian                                                , Graph Laplacian                                                                                       , https://igraph.org/r/doc/laplacian_matrix.html                
graph.lattice                                                  , Create a lattice graph                                                                                , https://igraph.org/r/doc/make_lattice.html                    
graph.lcf                                                      , Creating a graph from LCF notation                                                                    , https://igraph.org/r/doc/graph_from_lcf.html                  
graph.maxflow                                                  , Maximum flow in a graph                                                                               , https://igraph.org/r/doc/max_flow.html                        
graph.mincut                                                   , Minimum cut in a graph                                                                                , https://igraph.org/r/doc/min_cut.html                         
graph.motifs                                                   , Graph motifs                                                                                          , https://igraph.org/r/doc/motifs.html                          
graph.motifs.est                                               , Graph motifs                                                                                          , https://igraph.org/r/doc/sample_motifs.html                   
graph.motifs.no                                                , Graph motifs                                                                                          , https://igraph.org/r/doc/count_motifs.html                    
graph.neighborhood                                             , Neighborhood of graph vertices                                                                        , https://igraph.org/r/doc/ego.html                             
graph.ring                                                     , Create a ring graph                                                                                   , https://igraph.org/r/doc/make_ring.html                       
graph.star                                                     , Create a star graph/ a tree with n vertices and n - 1 leaves                                          , https://igraph.org/r/doc/make_star.html                       
graph.strength                                                 , Strength or weighted vertex degree                                                                    , https://igraph.org/r/doc/strength.html                        
graph.subisomorphic.lad                                        , Decide if a graph is subgraph isomorphic to another one                                               , https://igraph.org/r/doc/subgraph_isomorphic.html             
graph.subisomorphic.vf2                                        , Decide if a graph is subgraph isomorphic to another one                                               , https://igraph.org/r/doc/subgraph_isomorphic.html             
graph.tree                                                     , Create tree graphs                                                                                    , https://igraph.org/r/doc/make_tree.html                       
graph.union                                                    , Union of graphs                                                                                       , https://igraph.org/r/doc/union.igraph.html                    
graphlets                                                      , Graphlet decomposition of a graph                                                                     , https://igraph.org/r/doc/graphlet_basis.html                  
graphlets.candidate.basis                                      , Graphlet decomposition of a graph                                                                     , https://igraph.org/r/doc/graphlet_basis.html                  
graphlets.project                                              , Graphlet decomposition of a graph                                                                     , https://igraph.org/r/doc/graphlet_basis.html                  
graphlet_basis                                                 , Graphlet decomposition of a graph                                                                     , https://igraph.org/r/doc/graphlet_basis.html                  
graphlet_proj                                                  , Graphlet decomposition of a graph                                                                     , https://igraph.org/r/doc/graphlet_basis.html                  
GraphML                                                        , Reading foreign file formats                                                                          , https://igraph.org/r/doc/read_graph.html                      
graphs_from_cohesive_blocks                                    , Calculate Cohesive Blocks                                                                             , https://igraph.org/r/doc/cohesive_blocks.html                 
graph_                                                         , Convert object to a graph                                                                             , https://igraph.org/r/doc/graph_.html                          
graph_attr                                                     , Graph attributes of a graph                                                                           , https://igraph.org/r/doc/graph_attr.html                      
graph_attr&lt;-                                                , Set all or some graph attributes                                                                      , https://igraph.org/r/doc/graph_attr-set.html                  
graph_attr_names                                               , List names of graph attributes                                                                        , https://igraph.org/r/doc/graph_attr_names.html                
graph_from_adjacency_matrix                                    , Create graphs from adjacency matrices                                                                 , https://igraph.org/r/doc/graph_from_adjacency_matrix.html     
graph_from_adj_list                                            , Create graphs from adjacency lists                                                                    , https://igraph.org/r/doc/graph_from_adj_list.html             
graph_from_atlas                                               , Create a graph from the Graph Atlas                                                                   , https://igraph.org/r/doc/graph_from_atlas.html                
graph_from_data_frame                                          , Creating igraph graphs from data frames or vice-versa                                                 , https://igraph.org/r/doc/graph_from_data_frame.html           
graph_from_edgelist                                            , Create a graph from an edge list matrix                                                               , https://igraph.org/r/doc/graph_from_edgelist.html             
graph_from_graphdb                                             , Load a graph from the graph database for testing graph isomorphism.                                   , https://igraph.org/r/doc/graph_from_graphdb.html              
graph_from_graphnel                                            , Convert graphNEL objects from the graph package to igraph                                             , https://igraph.org/r/doc/graph_from_graphnel.html             
graph_from_incidence_matrix                                    , Create graphs from an incidence matrix                                                                , https://igraph.org/r/doc/graph_from_incidence_matrix.html     
graph_from_isomorphism_class                                   , Create a graph from an isomorphism class                                                              , https://igraph.org/r/doc/graph_from_isomorphism_class.html    
graph_from_lcf                                                 , Creating a graph from LCF notation                                                                    , https://igraph.org/r/doc/graph_from_lcf.html                  
graph_from_literal                                             , Creating (small) graphs via a simple interface                                                        , https://igraph.org/r/doc/graph_from_literal.html              
graph_version                                                  , Igraph data structure versions                                                                        , https://igraph.org/r/doc/graph_version.html                   
grg                                                            , Geometric random graphs                                                                               , https://igraph.org/r/doc/sample_grg.html                      
grg.game                                                       , Geometric random graphs                                                                               , https://igraph.org/r/doc/sample_grg.html                      
groups                                                         , Groups of a vertex partitioning                                                                       , https://igraph.org/r/doc/groups.html                          
groups.communities                                             , Groups of a vertex partitioning                                                                       , https://igraph.org/r/doc/groups.html                          
groups.default                                                 , Groups of a vertex partitioning                                                                       , https://igraph.org/r/doc/groups.html                          
growing                                                        , Growing random graph generation                                                                       , https://igraph.org/r/doc/sample_growing.html                  
growing.random.game                                            , Growing random graph generation                                                                       , https://igraph.org/r/doc/sample_growing.html                  
gsize                                                          , The size of the graph (number of edges)                                                               , https://igraph.org/r/doc/gsize.html                           
has.multiple                                                   , Find the multiple or loop edges in a graph                                                            , https://igraph.org/r/doc/which_multiple.html                  
head_of                                                        , Head of the edge(s) in a graph                                                                        , https://igraph.org/r/doc/head_of.html                         
hierarchical_sbm                                               , Sample the hierarchical stochastic block model                                                        , https://igraph.org/r/doc/sample_hierarchical_sbm.html         
hierarchy                                                      , Calculate Cohesive Blocks                                                                             , https://igraph.org/r/doc/cohesive_blocks.html                 
hrg                                                            , Create a hierarchical random graph from an igraph graph                                               , https://igraph.org/r/doc/hrg.html                             
hrg-methods                                                    , Hierarchical random graphs                                                                            , https://igraph.org/r/doc/hrg-methods.html                     
hrg.consensus                                                  , Create a consensus tree from several hierarchical random graph models                                 , https://igraph.org/r/doc/consensus_tree.html                  
hrg.create                                                     , Create a hierarchical random graph from an igraph graph                                               , https://igraph.org/r/doc/hrg.html                             
hrg.dendrogram                                                 , HRG dendrogram plot                                                                                   , https://igraph.org/r/doc/plot_dendrogram.igraphHRG.html       
hrg.fit                                                        , Fit a hierarchical random graph model                                                                 , https://igraph.org/r/doc/fit_hrg.html                         
hrg.game                                                       , Sample from a hierarchical random graph model                                                         , https://igraph.org/r/doc/sample_hrg.html                      
hrg.predict                                                    , Predict edges based on a hierarchical random graph model                                              , https://igraph.org/r/doc/predict_edges.html                   
hrg_tree                                                       , Create an igraph graph from a hierarchical random graph model                                         , https://igraph.org/r/doc/hrg_tree.html                        
hub.score                                                      , Kleinberg's hub centrality scores.                                                                    , https://igraph.org/r/doc/hub_score.html                       
